EmployeeID,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
1085,Bachelors,2013,Bangalore,3,25,Male,No,3,0
1086,Masters,2018,Pune,3,24,Male,No,2,1
1087,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1088,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1089,Bachelors,2016,New Delhi,3,28,Female,No,2,0
1090,Masters,2017,New Delhi,2,27,Male,Yes,5,1
1091,Bachelors,2018,Pune,2,27,Female,No,5,1
1092,Masters,2014,New Delhi,3,28,Female,No,4,0
1093,Masters,2017,New Delhi,3,25,Female,No,3,0
1094,Masters,2017,Bangalore,3,26,Female,No,4,0
1095,Bachelors,2015,Pune,2,27,Female,No,5,1
1096,Bachelors,2013,New Delhi,3,27,Female,No,5,0
1097,Masters,2017,New Delhi,1,26,Female,No,4,0
1098,Bachelors,2013,New Delhi,3,27,Female,No,5,0
1099,Bachelors,2012,New Delhi,3,28,Male,No,3,0
1100,Masters,2017,Pune,2,27,Male,No,5,1
1101,Bachelors,2017,New Delhi,3,26,Female,No,4,0
1102,Bachelors,2013,Bangalore,3,28,Female,No,4,1
1103,Masters,2012,New Delhi,3,27,Male,Yes,5,1
1104,Bachelors,2017,Pune,2,24,Male,No,2,0
1105,Masters,2017,New Delhi,3,25,Female,No,3,1
1106,Bachelors,2018,Bangalore,3,25,Female,Yes,3,1
1107,Bachelors,2016,Bangalore,3,28,Male,Yes,4,0
1108,Masters,2017,New Delhi,3,28,Male,No,2,0
1109,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1110,Bachelors,2016,Bangalore,3,26,Male,Yes,4,0
1111,Bachelors,2014,Pune,3,24,Female,No,2,1
1112,Bachelors,2013,Pune,3,26,Male,No,4,0
1113,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1114,Bachelors,2018,Bangalore,3,24,Male,No,2,1
1115,Bachelors,2017,Bangalore,1,26,Female,No,4,0
1116,Bachelors,2015,Bangalore,3,28,Female,No,3,0
1117,Bachelors,2013,Bangalore,3,28,Male,No,3,1
1118,Bachelors,2012,Bangalore,3,27,Male,Yes,5,0
1119,Bachelors,2013,Bangalore,3,26,Female,No,4,0
1120,Masters,2013,New Delhi,2,27,Female,No,5,1
1121,Bachelors,2016,New Delhi,3,24,Female,No,2,0
1122,Bachelors,2015,Pune,2,28,Female,No,2,1
1123,Bachelors,2015,New Delhi,2,25,Female,No,3,1
1124,Bachelors,2014,Pune,3,24,Male,No,2,0
1125,Bachelors,2017,New Delhi,3,27,Female,No,5,0
1126,Bachelors,2012,New Delhi,3,26,Male,No,4,0
1127,Bachelors,2013,Bangalore,3,28,Male,No,0,0
1128,Bachelors,2012,Pune,3,28,Male,No,5,0
1129,Bachelors,2015,Pune,2,26,Female,No,4,1
1130,Bachelors,2016,Bangalore,1,26,Male,No,4,0
1131,Masters,2017,New Delhi,2,28,Female,Yes,2,1
1132,Masters,2017,New Delhi,2,25,Male,No,3,1
1133,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1134,Bachelors,2013,Bangalore,3,28,Male,No,0,0
1135,Bachelors,2014,Pune,3,27,Male,No,5,1
1136,Bachelors,2016,Pune,2,26,Female,No,4,1
1137,Bachelors,2018,Bangalore,3,27,Female,Yes,5,1
1138,Bachelors,2012,Pune,3,28,Male,No,4,0
1139,Bachelors,2013,Pune,2,26,Female,No,4,1
1140,Bachelors,2014,Bangalore,3,28,Female,No,3,0
1141,Masters,2017,New Delhi,2,28,Female,No,2,0
1142,Bachelors,2012,New Delhi,1,27,Female,No,5,0
1143,Bachelors,2017,New Delhi,2,27,Male,No,5,0
1144,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1145,Bachelors,2013,Pune,3,27,Male,No,5,0
1146,Bachelors,2015,Bangalore,3,27,Female,No,5,0
1147,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1148,Masters,2012,New Delhi,3,24,Male,No,2,0
1149,Bachelors,2013,New Delhi,2,25,Female,No,3,1
1150,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1151,Bachelors,2018,Bangalore,3,25,Male,No,3,1
1152,Masters,2013,Pune,3,25,Male,Yes,3,1
1153,Bachelors,2013,Pune,3,24,Female,No,2,0
1154,Bachelors,2015,Pune,3,24,Female,No,2,1
1155,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1156,Masters,2012,New Delhi,3,26,Female,No,4,1
1157,Bachelors,2015,Pune,3,25,Male,No,3,0
1158,Bachelors,2017,New Delhi,2,26,Female,No,4,0
1159,Bachelors,2013,Bangalore,3,28,Male,No,3,0
1160,Bachelors,2016,Pune,2,28,Female,No,0,1
1161,Bachelors,2012,New Delhi,3,24,Male,No,2,0
1162,Bachelors,2015,New Delhi,3,28,Male,No,1,0
1163,Bachelors,2017,Bangalore,1,24,Male,No,2,0
1164,Masters,2017,Pune,2,28,Female,No,4,0
1165,Bachelors,2017,Pune,3,24,Male,No,2,0
1166,Bachelors,2016,Bangalore,3,27,Female,No,5,0
1167,Bachelors,2015,Pune,3,28,Male,No,2,0
1168,Bachelors,2016,Bangalore,3,28,Female,No,5,0
1169,Bachelors,2018,Bangalore,3,25,Male,No,3,1
1170,Bachelors,2015,Bangalore,3,28,Female,No,5,0
1171,Bachelors,2014,Bangalore,3,27,Male,No,5,1
1172,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1173,Bachelors,2015,Bangalore,1,24,Male,No,2,0
1174,Bachelors,2012,Bangalore,3,27,Female,No,5,0
1175,Bachelors,2012,Bangalore,3,25,Male,No,3,1
1176,Bachelors,2015,Pune,3,28,Female,No,4,1
1177,Masters,2017,Bangalore,2,24,Female,Yes,2,1
1178,Bachelors,2014,Bangalore,3,28,Male,No,2,0
1179,Masters,2017,Pune,2,24,Female,No,2,1
1180,Bachelors,2014,New Delhi,3,26,Female,No,4,1
1181,Bachelors,2015,Pune,2,28,Female,No,3,1
1182,Masters,2013,Pune,2,28,Male,No,5,1
1183,Bachelors,2013,New Delhi,1,28,Female,No,5,1
1184,Bachelors,2015,Pune,2,26,Female,Yes,4,1
1185,Masters,2015,New Delhi,3,28,Male,No,2,0
1186,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1187,Bachelors,2018,Bangalore,3,28,Male,No,2,1
1188,Bachelors,2012,Pune,3,28,Male,No,2,0
1189,Bachelors,2014,Pune,3,27,Female,No,5,1
1190,Masters,2018,New Delhi,3,24,Male,No,2,1
1191,Bachelors,2018,Bangalore,3,25,Male,Yes,3,1
1192,Bachelors,2017,New Delhi,2,25,Male,No,3,0
1193,Bachelors,2014,Pune,3,24,Female,No,2,1
1194,Bachelors,2012,New Delhi,3,26,Female,No,4,0
1195,Bachelors,2014,Pune,3,26,Male,No,4,0
1196,Bachelors,2014,Bangalore,3,28,Male,No,4,0
1197,Bachelors,2018,Bangalore,3,26,Male,Yes,4,1
1198,Bachelors,2013,Pune,2,26,Male,No,4,0
1199,Bachelors,2013,Pune,2,25,Female,No,3,1
1200,Bachelors,2018,Pune,3,25,Male,Yes,3,1
1201,Bachelors,2013,Bangalore,3,25,Female,No,3,0
1202,Bachelors,2014,Bangalore,3,28,Male,No,4,0
1203,Masters,2017,New Delhi,3,24,Female,No,2,0
1204,Masters,2017,Pune,2,27,Female,No,5,0
1205,Bachelors,2012,Bangalore,3,24,Male,No,2,0
1206,Bachelors,2017,Pune,3,27,Female,No,5,1
1207,Masters,2017,New Delhi,2,28,Male,No,4,0
1208,Bachelors,2017,New Delhi,2,25,Male,No,3,0
1209,Bachelors,2017,Pune,3,25,Male,Yes,3,1
1210,Masters,2017,Pune,2,24,Female,No,2,1
1211,Bachelors,2013,Pune,3,27,Male,Yes,5,1
1212,Bachelors,2016,Bangalore,3,26,Female,No,4,1
1213,Bachelors,2015,Pune,2,27,Female,No,5,1
1214,Bachelors,2014,Bangalore,3,27,Male,No,5,1
1215,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1216,Bachelors,2016,Pune,2,27,Female,No,5,1
1217,Masters,2017,Bangalore,2,28,Male,No,2,0
1218,Masters,2017,New Delhi,3,24,Female,No,2,1
1219,Bachelors,2017,Pune,3,24,Male,No,2,0
1220,Bachelors,2018,Bangalore,3,24,Male,No,2,1
1221,Masters,2017,New Delhi,2,28,Male,No,3,0
1222,Bachelors,2015,Bangalore,3,26,Female,Yes,4,0
1223,Bachelors,2018,Pune,3,26,Female,No,4,1
1224,Bachelors,2013,Bangalore,3,25,Male,Yes,3,0
1225,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1226,Masters,2018,Pune,3,28,Male,No,2,1
1227,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1228,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1229,Bachelors,2012,Bangalore,3,27,Female,No,5,0
1230,PHD,2016,New Delhi,3,27,Male,No,5,0
1231,Bachelors,2017,New Delhi,2,25,Male,No,3,0
1232,Bachelors,2015,New Delhi,3,28,Female,No,2,0
1233,Bachelors,2013,Pune,2,26,Female,No,4,1
1234,Bachelors,2017,Bangalore,3,27,Female,No,5,0
1235,Bachelors,2015,Pune,2,24,Female,No,2,1
1236,Bachelors,2017,Bangalore,3,27,Female,No,5,0
1237,Bachelors,2016,Bangalore,3,25,Male,No,3,1
1238,Bachelors,2018,Bangalore,3,26,Male,No,4,1
1239,Bachelors,2015,Bangalore,3,27,Male,No,5,0
1240,Bachelors,2014,Pune,3,24,Male,No,2,0
1241,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1242,Bachelors,2013,Pune,3,27,Male,No,5,0
1243,Bachelors,2015,Bangalore,1,25,Male,No,3,0
1244,Masters,2017,New Delhi,2,25,Female,No,3,0
1245,PHD,2015,Pune,3,28,Male,No,0,0
1246,Bachelors,2015,Bangalore,3,28,Male,No,3,0
1247,Bachelors,2016,Bangalore,3,28,Male,No,5,0
1248,PHD,2013,New Delhi,3,24,Male,No,2,0
1249,Bachelors,2014,Bangalore,3,26,Male,Yes,4,0
1250,Bachelors,2015,Pune,2,26,Female,Yes,4,1
1251,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0
1252,Bachelors,2014,New Delhi,3,26,Male,No,4,0
1253,Masters,2013,Bangalore,3,27,Male,No,5,1
1254,Bachelors,2016,Pune,3,24,Male,Yes,2,0
1255,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1256,Bachelors,2013,Pune,2,28,Female,No,2,1
1257,Masters,2017,Bangalore,2,24,Male,No,2,1
1258,Masters,2017,New Delhi,2,24,Male,No,2,1
1259,Masters,2015,Pune,2,24,Female,No,2,1
1260,Bachelors,2014,Pune,3,26,Male,No,4,0
1261,Bachelors,2016,Pune,2,27,Female,No,5,1
1262,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1263,Masters,2017,New Delhi,2,26,Female,No,4,0
1264,Bachelors,2016,Bangalore,1,25,Female,No,3,0
1265,PHD,2014,Bangalore,1,25,Female,No,3,0
1266,Bachelors,2013,Bangalore,3,25,Female,No,3,0
1267,Bachelors,2014,New Delhi,3,24,Male,No,2,0
1268,Bachelors,2015,Pune,2,28,Female,Yes,2,1
1269,Bachelors,2014,New Delhi,3,28,Male,No,5,0
1270,Bachelors,2015,Bangalore,3,26,Male,No,4,0
1271,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1272,Bachelors,2018,Pune,3,26,Male,No,4,1
1273,Masters,2015,Pune,2,28,Female,No,2,0
1274,Masters,2013,New Delhi,3,28,Male,No,2,1
1275,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1276,Masters,2015,New Delhi,2,26,Female,No,4,0
1277,Bachelors,2016,New Delhi,3,27,Male,No,5,0
1278,Bachelors,2014,Bangalore,3,24,Female,No,2,0
1279,Masters,2017,Pune,3,24,Female,No,2,0
1280,Bachelors,2014,Pune,3,25,Female,No,3,1
1281,Bachelors,2015,Pune,3,27,Female,No,5,1
1282,Bachelors,2017,New Delhi,2,28,Male,No,0,0
1283,Bachelors,2017,New Delhi,3,25,Female,No,3,0
1284,Bachelors,2012,Pune,3,24,Male,No,2,1
1285,Masters,2016,New Delhi,3,25,Male,No,3,1
1286,Bachelors,2015,Pune,2,26,Female,No,4,1
1287,Masters,2014,New Delhi,3,27,Male,No,5,0
1288,Bachelors,2015,Bangalore,3,24,Female,No,2,1
1289,Bachelors,2014,New Delhi,3,25,Male,No,3,0
1290,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1291,Bachelors,2017,New Delhi,3,24,Female,No,2,1
1292,Bachelors,2012,Bangalore,3,28,Male,No,1,0
1293,Bachelors,2014,Bangalore,1,26,Male,No,4,0
1294,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0
1295,Bachelors,2015,Pune,1,25,Female,No,3,1
1296,Bachelors,2015,Pune,2,24,Female,Yes,2,1
1297,Bachelors,2017,Pune,2,26,Male,No,4,0
1298,Bachelors,2015,Bangalore,3,28,Male,No,0,0
1299,Bachelors,2016,Bangalore,3,28,Male,No,2,0
1300,Bachelors,2013,Pune,3,28,Female,Yes,3,1
1301,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1302,Masters,2015,New Delhi,3,25,Male,No,3,0
1303,Bachelors,2012,New Delhi,3,28,Female,No,4,0
1304,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1305,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1306,Masters,2017,New Delhi,3,25,Male,No,3,1
1307,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1308,Bachelors,2012,Bangalore,3,26,Female,No,4,0
1309,Bachelors,2017,Bangalore,3,26,Female,No,4,0
1310,Masters,2017,New Delhi,2,25,Male,Yes,3,1
1311,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1312,Bachelors,2013,Bangalore,3,26,Female,No,4,0
1313,Bachelors,2017,Pune,3,25,Female,No,3,1
1314,Bachelors,2014,New Delhi,3,28,Female,Yes,2,0
1315,Bachelors,2016,Bangalore,3,27,Female,No,5,0
1316,Bachelors,2018,Bangalore,3,25,Male,No,3,1
1317,Bachelors,2012,Bangalore,3,27,Female,Yes,5,0
1318,Bachelors,2017,New Delhi,3,27,Female,No,5,0
1319,Bachelors,2016,Bangalore,2,25,Male,No,3,1
1320,Bachelors,2016,Bangalore,3,28,Female,No,4,0
1321,Bachelors,2017,New Delhi,2,27,Male,No,5,0
1322,Bachelors,2016,Bangalore,3,24,Female,No,2,0
1323,Bachelors,2013,Bangalore,3,25,Male,No,3,0
1324,Bachelors,2017,New Delhi,2,25,Female,No,3,0
1325,Bachelors,2015,Pune,3,24,Male,No,2,0
1326,Bachelors,2012,New Delhi,3,25,Female,No,3,0
1327,PHD,2017,New Delhi,3,27,Female,No,5,0
1328,Bachelors,2014,Bangalore,3,25,Female,No,3,1
1329,Masters,2017,Bangalore,3,28,Male,No,2,0
1330,Bachelors,2016,Pune,3,25,Male,No,3,0
1331,Bachelors,2014,Bangalore,3,25,Male,Yes,3,0
1332,Bachelors,2012,New Delhi,3,27,Male,No,5,0
1333,Bachelors,2012,Pune,3,25,Female,No,3,1
1334,Masters,2015,New Delhi,3,27,Female,No,5,0
1335,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1336,Bachelors,2015,Pune,2,27,Female,No,5,1
1337,Bachelors,2014,Bangalore,3,25,Male,No,3,1
1338,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1339,Bachelors,2018,New Delhi,3,26,Female,No,4,1
1340,Bachelors,2017,Pune,2,26,Female,No,4,1
1341,Bachelors,2014,Pune,2,24,Female,No,2,1
1342,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1343,Bachelors,2017,New Delhi,2,27,Male,No,5,0
1344,PHD,2012,New Delhi,3,28,Female,No,1,0
1345,Masters,2012,New Delhi,3,26,Female,No,4,1
1346,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1347,Bachelors,2013,Bangalore,3,28,Female,No,0,1
1348,Bachelors,2014,Pune,3,26,Male,No,4,0
1349,Bachelors,2016,Pune,2,24,Female,No,2,1
1350,Bachelors,2015,Bangalore,1,24,Female,No,2,1
1351,Bachelors,2012,Bangalore,3,26,Female,No,4,0
1352,Masters,2014,Pune,3,27,Male,No,5,0
1353,Masters,2017,New Delhi,2,27,Male,No,5,1
1354,Masters,2017,New Delhi,1,25,Female,No,3,0
1355,Masters,2012,Pune,3,28,Male,No,0,1
1356,Masters,2012,New Delhi,3,28,Male,No,2,1
1357,Masters,2013,New Delhi,2,24,Male,No,2,1
1358,Bachelors,2015,Pune,3,25,Female,No,3,1
1359,Masters,2017,New Delhi,3,28,Male,No,5,0
1360,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1361,Masters,2015,Bangalore,3,28,Male,No,1,1
1362,Bachelors,2018,Bangalore,3,27,Female,Yes,5,1
1363,Bachelors,2015,Bangalore,3,24,Male,No,2,1
1364,Bachelors,2014,Pune,3,26,Male,No,4,0
1365,Bachelors,2013,New Delhi,3,25,Female,No,3,0
1366,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1367,Bachelors,2018,New Delhi,3,28,Female,No,0,1
1368,Bachelors,2013,Bangalore,3,25,Female,No,3,0
1369,PHD,2012,Pune,3,27,Male,No,5,0
1370,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1371,Bachelors,2013,Bangalore,3,28,Female,No,3,0
1372,Bachelors,2015,Pune,3,24,Male,No,2,0
1373,Bachelors,2013,Pune,3,27,Male,No,5,0
1374,Bachelors,2012,New Delhi,3,27,Male,No,5,0
1375,Bachelors,2018,Bangalore,3,26,Female,Yes,4,1
1376,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1377,Bachelors,2015,Pune,2,24,Female,No,2,1
1378,Bachelors,2016,Bangalore,3,24,Male,No,2,0
1379,PHD,2018,Bangalore,3,27,Female,No,5,1
1380,Bachelors,2015,Bangalore,3,26,Male,No,4,0
1381,Bachelors,2015,New Delhi,1,26,Female,No,4,1
1382,Bachelors,2015,Pune,2,24,Female,No,2,1
1383,Bachelors,2013,Pune,3,27,Male,No,5,0
1384,PHD,2016,New Delhi,3,24,Female,No,2,0
1385,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1386,Bachelors,2015,Bangalore,3,28,Male,No,5,0
1387,Bachelors,2015,Bangalore,3,26,Female,No,4,0
1388,Bachelors,2016,Bangalore,3,27,Female,No,5,0
1389,Bachelors,2017,Pune,3,25,Female,No,3,1
1390,Masters,2017,New Delhi,2,26,Male,No,4,1
1391,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1392,Bachelors,2014,Bangalore,3,26,Female,No,4,1
1393,Bachelors,2015,Pune,2,25,Female,No,3,1
1394,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1395,Bachelors,2017,Pune,2,28,Male,No,1,1
1396,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1397,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1398,PHD,2013,Bangalore,3,26,Male,No,4,0
1399,Bachelors,2013,New Delhi,3,25,Female,Yes,3,1
1400,Bachelors,2017,Bangalore,1,28,Female,No,3,0
1401,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1402,Bachelors,2015,New Delhi,3,27,Male,No,5,0
1403,Masters,2013,Pune,2,28,Male,No,2,1
1404,Bachelors,2013,New Delhi,3,25,Female,Yes,3,1
1405,Masters,2017,New Delhi,2,26,Male,No,4,0
1406,Masters,2016,New Delhi,3,25,Male,No,3,0
1407,Bachelors,2017,Bangalore,3,28,Female,Yes,5,0
1408,Masters,2017,New Delhi,2,28,Female,No,2,0
1409,Bachelors,2012,Bangalore,1,27,Male,No,5,1
1410,Bachelors,2018,Bangalore,3,27,Male,No,5,1
1411,Bachelors,2016,Bangalore,3,24,Female,No,2,0
1412,Bachelors,2017,Pune,3,26,Male,No,4,0
1413,Bachelors,2017,New Delhi,3,25,Female,No,3,0
1414,Bachelors,2015,Pune,3,28,Female,Yes,5,1
1415,Bachelors,2015,Bangalore,3,26,Male,No,4,1
1416,Masters,2015,Pune,2,26,Female,Yes,4,1
1417,Masters,2015,Pune,3,25,Male,No,3,1
1418,Bachelors,2016,Pune,3,27,Female,No,5,1
1419,Bachelors,2013,Bangalore,3,25,Male,No,3,0
1420,Bachelors,2018,Pune,3,26,Male,Yes,4,1
1421,Bachelors,2014,Bangalore,3,27,Female,No,5,0
1422,Bachelors,2017,Bangalore,1,25,Male,No,3,0
1423,Bachelors,2015,New Delhi,3,26,Male,No,4,0
1424,Bachelors,2015,Pune,3,24,Female,No,2,1
1425,Bachelors,2015,Bangalore,3,28,Male,No,2,0
1426,Bachelors,2014,Pune,2,26,Female,No,4,1
1427,Bachelors,2017,Bangalore,3,27,Male,No,5,1
1428,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1429,Bachelors,2018,New Delhi,3,28,Female,No,5,1
1430,Bachelors,2015,Bangalore,3,28,Male,No,0,1
1431,Bachelors,2016,New Delhi,3,28,Female,No,3,0
1432,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1433,Bachelors,2015,Pune,3,24,Female,No,2,1
1434,Masters,2018,New Delhi,3,28,Male,No,2,1
1435,Bachelors,2015,Bangalore,3,27,Female,No,5,0
1436,Bachelors,2017,Bangalore,3,24,Male,No,2,1
1437,Bachelors,2017,New Delhi,2,28,Female,No,0,0
1438,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1439,Bachelors,2012,Bangalore,3,28,Male,No,2,0
1440,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1441,Bachelors,2016,Bangalore,1,24,Male,No,2,0
1442,Bachelors,2016,Pune,3,27,Male,No,5,0
1443,Bachelors,2013,Pune,3,24,Male,No,2,0
1444,Masters,2017,Pune,2,26,Female,No,4,1
1445,Bachelors,2017,New Delhi,3,26,Male,No,4,0
1446,Bachelors,2018,Pune,3,25,Female,No,3,1
1447,Bachelors,2018,Bangalore,3,24,Male,No,2,1
1448,Bachelors,2015,Pune,3,24,Male,Yes,2,0
1449,Bachelors,2013,Bangalore,3,24,Female,No,2,1
1450,Bachelors,2013,Pune,2,28,Male,Yes,0,1
1451,Bachelors,2018,Bangalore,3,24,Male,No,2,1
1452,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1453,Bachelors,2016,Bangalore,3,28,Female,No,5,0
1454,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1455,Bachelors,2014,Bangalore,3,26,Female,No,4,0
1456,Masters,2017,Bangalore,2,28,Male,No,2,0
1457,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1458,Bachelors,2016,Bangalore,3,27,Female,No,5,0
1459,Masters,2018,Bangalore,3,28,Male,No,2,1
1460,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1461,Bachelors,2012,Pune,3,24,Male,No,2,0
1462,Bachelors,2016,New Delhi,3,28,Male,No,0,0
1463,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1464,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1465,Bachelors,2017,Bangalore,3,24,Male,No,2,1
1466,Bachelors,2012,Bangalore,1,27,Male,No,5,0
1467,Bachelors,2017,Bangalore,3,28,Female,No,5,0
1468,Bachelors,2014,Pune,3,25,Male,No,3,0
1469,Bachelors,2015,Pune,3,25,Male,No,3,0
1470,Bachelors,2017,Pune,2,28,Male,No,0,1
1471,Bachelors,2015,Pune,2,26,Female,No,4,1
1472,Bachelors,2015,Pune,2,27,Female,No,5,1
1473,Bachelors,2015,Pune,3,26,Female,No,4,1
1474,Bachelors,2015,Bangalore,2,28,Female,No,3,1
1475,Bachelors,2012,Pune,3,25,Male,No,3,0
1476,Bachelors,2013,Bangalore,3,25,Male,Yes,3,1
1477,Bachelors,2016,New Delhi,3,26,Male,No,4,0
1478,PHD,2018,New Delhi,3,24,Female,No,2,1
1479,Bachelors,2014,Bangalore,3,27,Female,No,5,0
1480,Masters,2017,New Delhi,2,26,Male,Yes,4,1
1481,Bachelors,2015,Pune,2,27,Female,No,5,1
1482,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1483,Masters,2017,Pune,2,25,Female,No,3,0
1484,Bachelors,2017,New Delhi,3,28,Female,No,2,0
1485,Bachelors,2014,Bangalore,3,27,Male,Yes,5,0
1486,Bachelors,2012,Bangalore,3,24,Male,No,2,0
1487,Bachelors,2018,Pune,3,24,Male,No,2,1
1488,Bachelors,2015,Bangalore,3,27,Female,Yes,5,1
1489,Bachelors,2015,New Delhi,3,28,Female,No,3,0
1490,Bachelors,2015,Pune,3,27,Female,No,5,1
1491,Bachelors,2015,Bangalore,3,28,Male,No,5,0
1492,Bachelors,2015,New Delhi,2,27,Female,Yes,5,1
1493,Bachelors,2016,Bangalore,3,27,Male,No,5,0
1494,Masters,2017,New Delhi,3,27,Female,No,5,1
1495,Bachelors,2017,Pune,2,26,Female,No,4,1
1496,Bachelors,2015,Pune,3,27,Female,No,5,1
1497,Bachelors,2018,Pune,3,27,Female,No,5,1
1498,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1499,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1500,PHD,2013,New Delhi,3,27,Female,No,5,1
1501,Bachelors,2016,Bangalore,3,28,Male,No,2,0
1502,Bachelors,2012,Bangalore,3,25,Female,Yes,3,0
1503,Bachelors,2015,Bangalore,3,27,Male,No,5,0
1504,Bachelors,2016,Pune,2,24,Female,No,2,1
1505,Bachelors,2016,Bangalore,3,26,Male,No,4,1
1506,Bachelors,2014,Pune,3,27,Male,Yes,5,0
1507,Bachelors,2013,Bangalore,3,24,Male,Yes,2,0
1508,Bachelors,2017,Bangalore,3,25,Male,No,3,1
1509,Bachelors,2017,Pune,2,24,Female,No,2,1
1510,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1511,Masters,2013,Bangalore,3,26,Female,No,4,1
1512,Bachelors,2012,Pune,3,25,Female,No,3,1
1513,Bachelors,2015,New Delhi,3,28,Female,No,2,0
1514,Masters,2017,New Delhi,2,24,Female,No,2,0
1515,Masters,2013,New Delhi,3,26,Male,No,4,1
1516,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1517,PHD,2016,New Delhi,3,24,Female,No,2,0
1518,Bachelors,2017,New Delhi,3,26,Male,No,4,0
1519,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1520,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1521,Bachelors,2017,New Delhi,3,28,Female,No,0,0
1522,PHD,2016,New Delhi,3,27,Female,No,5,0
1523,Masters,2014,Bangalore,3,28,Female,No,4,1
1524,Bachelors,2014,Bangalore,3,28,Female,No,2,0
1525,Bachelors,2017,Bangalore,3,24,Female,No,2,0
1526,Masters,2015,New Delhi,3,28,Male,No,0,0
1527,Bachelors,2015,Pune,2,25,Female,No,3,1
1528,Masters,2017,Pune,2,27,Male,No,5,1
1529,Bachelors,2014,Pune,2,25,Female,No,3,1
1530,Bachelors,2015,Pune,2,28,Female,Yes,2,1
1531,Bachelors,2013,Pune,3,25,Male,No,3,0
1532,Bachelors,2013,Pune,1,26,Female,No,4,1
1533,Bachelors,2012,Pune,2,27,Female,No,5,1
1534,Masters,2017,New Delhi,3,28,Male,No,0,0
1535,Bachelors,2012,Bangalore,3,28,Female,No,1,0
1536,Bachelors,2015,Pune,2,25,Female,Yes,3,1
1537,Bachelors,2015,Bangalore,3,26,Male,No,4,0
1538,Bachelors,2015,Bangalore,3,24,Female,No,2,0
1539,Bachelors,2018,New Delhi,3,24,Female,No,2,1
1540,Bachelors,2017,New Delhi,3,27,Female,Yes,5,0
1541,PHD,2012,Pune,3,27,Male,No,5,0
1542,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1543,Bachelors,2013,Bangalore,3,25,Male,No,3,1
1544,Bachelors,2015,New Delhi,3,24,Female,No,2,0
1545,Bachelors,2013,Pune,3,24,Female,No,2,0
